Time [s],Channel 1,Channel 2,Channel 4
6.113734375,1,1,0
6.113734875,1,1,1
6.113735125,1,1,0
6.113736375,1,1,1
6.113736625,1,1,0
6.113737000,1,1,1
6.113737250,1,1,0
6.113737750,1,1,1
6.113738000,1,1,0
6.113738375,1,1,1
6.113738625,1,1,0
6.113739375,1,1,1
6.113739625,1,1,0
6.113740125,1,1,1
6.113740375,1,1,0
6.113740875,1,1,1
6.113741125,1,1,0
6.113741500,0,1,1
6.113741750,0,1,0
6.113743000,0,1,1
6.113743250,0,1,0
6.113743625,0,1,1
6.113743875,0,1,0
6.113744375,0,1,1
6.113744625,1,1,0
6.113745125,1,1,1
6.113745375,1,1,0
6.113746125,1,1,1
6.113746375,1,1,0
6.113746750,1,1,1
6.113747000,0,1,0
6.113747500,0,1,1
6.113747750,0,1,0
6.113748125,0,1,1
6.113748375,0,1,0
6.113749625,0,1,1
6.113749875,0,1,0
6.113750375,0,1,1
6.113750625,0,1,0
6.113751125,0,1,1
6.113751375,1,1,0
6.113751750,1,1,1
6.113752000,1,1,0
6.113752750,1,1,1
6.113753000,1,1,0
6.113753375,1,1,1
6.113753625,0,1,0
6.113754125,0,1,1
6.113754375,1,1,0
6.113754875,1,1,1
6.113755125,0,1,0
6.113756375,0,1,1
6.113756625,0,1,0
6.113757000,0,1,1
6.113757250,0,1,0
6.113757750,0,1,1
6.113758000,1,1,0
6.113758375,1,1,1
6.113758625,1,1,0
6.113759375,1,1,1
6.113759625,1,1,0
6.113760125,1,1,1
6.113760375,1,1,0
6.113760875,1,1,1
6.113761125,0,1,0
6.113761500,0,1,1
6.113761750,0,1,0
6.113763000,0,1,1
6.113763250,0,1,0
6.113763625,0,1,1
6.113763875,0,1,0
6.113764375,0,1,1
6.113764625,1,1,0
6.113765125,1,1,1
6.113765375,1,1,0
6.113766125,1,1,1
6.113766375,1,1,0
6.113766750,1,1,1
6.113767000,1,1,0
6.113767500,1,1,1
6.113767750,1,1,0
6.113768125,1,1,1
6.113768375,1,1,0
6.114336467,1,1,0
